Profile_ID,hour,N
OFFS_GEN,13,1.09
OFFS_GEN,14,0.96
OFFS_GEN,15,1.035
OFFS_GEN,16,1.03
OFFS_GEN,17,0.955
OFFS_GEN,18,1.1
OFFS_GEN,19,1.02
OFFS_GEN,20,1.075
OFFS_GEN,21,1.075
OFFS_GEN,22,0.98
OFFS_GEN,23,1.04
OFFS_GEN,0,0.94
OFFS_GEN,1,1.09
OFFS_GEN,2,0.99
OFFS_GEN,3,1
OFFS_GEN,4,0.91
OFFS_GEN,5,0.93
OFFS_GEN,6,1.02
OFFS_GEN,7,0.975
OFFS_GEN,8,1.01
OFFS_GEN,9,0.93
OFFS_GEN,10,0.98
OFFS_GEN,11,0.935
OFFS_GEN,12,1.08
OFFS_GEN,13,0.95
OFFS_GEN,14,0.945
OFFS_GEN,15,1.04
OFFS_GEN,16,1.015
OFFS_GEN,17,0.91
OFFS_GEN,18,0.97
OFFS_GEN,19,1.085
OFFS_GEN,20,1.04
OFFS_GEN,21,1.065
OFFS_GEN,22,0.94
OFFS_GEN,23,0.945
OFFS_GEN,0,0.985
OFFS_GEN,1,1.06
OFFS_GEN,2,0.98
OFFS_GEN,3,1.055
OFFS_GEN,4,0.935
OFFS_GEN,5,0.945
OFFS_GEN,6,1.01
OFFS_GEN,7,1.035
OFFS_GEN,8,0.99
OFFS_GEN,9,0.97
OFFS_GEN,10,0.965
OFFS_GEN,11,1.07
OFFS_GEN,12,0.925
OFFS_GEN,13,0.965
OFFS_GEN,14,0.94
OFFS_GEN,15,0.925
OFFS_GEN,16,0.915
OFFS_GEN,17,0.945
OFFS_GEN,18,0.945
OFFS_GEN,19,0.98
OFFS_GEN,20,0.96
OFFS_GEN,21,0.92
OFFS_GEN,22,1.015
OFFS_GEN,23,1.01
OFFS_GEN,0,0.99
OFFS_GEN,1,0.91
OFFS_GEN,2,1.055
OFFS_GEN,3,0.92
OFFS_GEN,4,0.955
OFFS_GEN,5,1.04
OFFS_GEN,6,1.05
OFFS_GEN,7,0.91
OFFS_GEN,8,1.045
OFFS_GEN,9,0.92
OFFS_GEN,10,1.07
OFFS_GEN,11,1.07
OFFS_GEN,12,1.065
OFFS_GEN,13,0.9
OFFS_GEN,14,0.96
OFFS_GEN,15,1.05
OFFS_GEN,16,1.08
OFFS_GEN,17,1.04
OFFS_GEN,18,1.055
OFFS_GEN,19,0.915
OFFS_GEN,20,0.9
OFFS_GEN,21,1.1
OFFS_GEN,22,1.065
OFFS_GEN,23,0.915
OFFS_GEN,0,0.93
OFFS_GEN,1,0.96
OFFS_GEN,2,1.01
OFFS_GEN,3,1.025
OFFS_GEN,4,0.91
OFFS_GEN,5,1.045
OFFS_GEN,6,1.055
OFFS_GEN,7,0.945
OFFS_GEN,8,0.93
OFFS_GEN,9,0.945
OFFS_GEN,10,0.99
OFFS_GEN,11,0.955
OFFS_GEN,12,0.95
OFFS_GEN,13,0.95
OFFS_GEN,14,1.1
OFFS_GEN,15,1
OFFS_GEN,16,1.045
OFFS_GEN,17,0.935
OFFS_GEN,18,0.955
OFFS_GEN,19,0.96
OFFS_GEN,20,1.085
OFFS_GEN,21,0.98
OFFS_GEN,22,0.985
OFFS_GEN,23,0.91
OFFS_GEN,0,0.955
OFFS_GEN,1,0.955
OFFS_GEN,2,0.97
OFFS_GEN,3,0.995
OFFS_GEN,4,0.955
OFFS_GEN,5,0.985
OFFS_GEN,6,1.02
OFFS_GEN,7,1
OFFS_GEN,8,0.945
OFFS_GEN,9,0.95
OFFS_GEN,10,0.97
OFFS_GEN,11,1.04
OFFS_GEN,12,0.9
OFFS_GEN,13,1.05
OFFS_GEN,14,1.02
OFFS_GEN,15,1.1
OFFS_GEN,16,1.075
OFFS_GEN,17,1.005
OFFS_GEN,18,1.06
OFFS_GEN,19,1.085
OFFS_GEN,20,0.98
OFFS_GEN,21,0.905
OFFS_GEN,22,1.07
OFFS_GEN,23,1.04
OFFS_GEN,0,1.025
OFFS_GEN,1,1
OFFS_GEN,2,0.97
OFFS_GEN,3,0.975
OFFS_GEN,4,0.915
OFFS_GEN,5,1.085
OFFS_GEN,6,0.925
OFFS_GEN,7,1.07
OFFS_GEN,8,1.065
OFFS_GEN,9,0.94
OFFS_GEN,10,0.915
OFFS_GEN,11,0.975
OFFS_GEN,12,0.99
OFFS_GEN,13,0.96
OFFS_GEN,14,1.1
OFFS_GEN,15,1.1
OFFS_GEN,16,1.05
OFFS_GEN,17,1.06
OFFS_GEN,18,1.07
OFFS_GEN,19,0.935
OFFS_GEN,20,0.995
OFFS_GEN,21,0.965
OFFS_GEN,22,1.09
OFFS_GEN,23,0.96
OFFS_GEN,0,1.035
OFFS_GEN,1,0.975
OFFS_GEN,2,1.015
OFFS_GEN,3,1.095
OFFS_GEN,4,1.03
OFFS_GEN,5,0.975
OFFS_GEN,6,0.93
OFFS_GEN,7,1.035
OFFS_GEN,8,0.945
OFFS_GEN,9,0.935
OFFS_GEN,10,0.915
OFFS_GEN,11,0.96
OFFS_GEN,12,1.03
OFFS_GEN,13,0.92
OFFS_GEN,14,1.065
OFFS_GEN,15,0.92
OFFS_GEN,16,0.92
OFFS_GEN,17,1.04
OFFS_GEN,18,1.075
OFFS_GEN,19,1.005
OFFS_GEN,20,1.015
OFFS_GEN,21,0.98
OFFS_GEN,22,1.065
OFFS_GEN,23,0.94
OFFS_GEN,0,1.02
OFFS_GEN,1,1.06
OFFS_GEN,2,1.045
OFFS_GEN,3,1.05
OFFS_GEN,4,0.98
OFFS_GEN,5,0.94
OFFS_GEN,6,0.92
OFFS_GEN,7,0.925
OFFS_GEN,8,1.08
OFFS_GEN,9,0.945
OFFS_GEN,10,0.92
OFFS_GEN,11,1.01
OFFS_GEN,12,1.075
OFFS_GEN,13,1.025
OFFS_GEN,14,0.91
OFFS_GEN,15,1.08
OFFS_GEN,16,1.05
OFFS_GEN,17,0.955
OFFS_GEN,18,0.945
OFFS_GEN,19,1.08
OFFS_GEN,20,0.905
OFFS_GEN,21,1.03
OFFS_GEN,22,0.99
OFFS_GEN,23,1.08
OFFS_GEN,0,0.915
OFFS_GEN,1,0.925
OFFS_GEN,2,0.905
OFFS_GEN,3,0.99
OFFS_GEN,4,0.91
OFFS_GEN,5,0.915
OFFS_GEN,6,1.05
OFFS_GEN,7,1.075
OFFS_GEN,8,1.01
OFFS_GEN,9,1.08
OFFS_GEN,10,0.935
OFFS_GEN,11,0.905
OFFS_GEN,12,0.915
OFFS_GEN,13,0.95
OFFS_GEN,14,0.985
OFFS_GEN,15,0.965
OFFS_GEN,16,0.985
OFFS_GEN,17,0.97
OFFS_GEN,18,0.995
OFFS_GEN,19,1.1
OFFS_GEN,20,1.06
OFFS_GEN,21,1.1
OFFS_GEN,22,0.965
OFFS_GEN,23,0.97
OFFS_GEN,0,0.99
OFFS_GEN,1,1.07
OFFS_GEN,2,0.955
OFFS_GEN,3,0.91
OFFS_GEN,4,0.93
OFFS_GEN,5,0.96
OFFS_GEN,6,0.945
OFFS_GEN,7,1.08
OFFS_GEN,8,0.92
OFFS_GEN,9,1.06
OFFS_GEN,10,0.93
OFFS_GEN,11,1.065
OFFS_GEN,12,1.095
OFFS_GEN,13,0.995
OFFS_GEN,14,1.07
OFFS_GEN,15,1.1
OFFS_GEN,16,0.95
OFFS_GEN,17,0.975
OFFS_GEN,18,1
OFFS_GEN,19,0.995
OFFS_GEN,20,1.075
OFFS_GEN,21,1.035
OFFS_GEN,22,1.07
OFFS_GEN,23,1.02
OFFS_GEN,0,0.92
OFFS_GEN,1,1.085
OFFS_GEN,2,1.09
OFFS_GEN,3,1.08
OFFS_GEN,4,0.975
OFFS_GEN,5,0.93
OFFS_GEN,6,1.015
OFFS_GEN,7,1.07
OFFS_GEN,8,1.085
OFFS_GEN,9,0.925
OFFS_GEN,10,1.03
OFFS_GEN,11,1.03
OFFS_GEN,12,1.065
OFFS_GEN,13,0.965
OFFS_GEN,14,1.095
OFFS_GEN,15,1.01
OFFS_GEN,16,0.955
OFFS_GEN,17,0.9
OFFS_GEN,18,1.075
OFFS_GEN,19,1.015
OFFS_GEN,20,1.065
OFFS_GEN,21,0.96
OFFS_GEN,22,1.085
OFFS_GEN,23,1.095
OFFS_GEN,0,1.045
OFFS_GEN,1,1.04
OFFS_GEN,2,0.985
OFFS_GEN,3,0.985
OFFS_GEN,4,1.015
OFFS_GEN,5,0.99
OFFS_GEN,6,0.98
OFFS_GEN,7,0.965
OFFS_GEN,8,0.915
OFFS_GEN,9,1.085
OFFS_GEN,10,0.97
OFFS_GEN,11,1.01
OFFS_GEN,12,0.9
OFFS_GEN,13,1.095
OFFS_GEN,14,0.95
OFFS_GEN,15,0.915
OFFS_GEN,16,0.915
OFFS_GEN,17,0.96
OFFS_GEN,18,0.95
OFFS_GEN,19,0.92
OFFS_GEN,20,1.07
OFFS_GEN,21,1.095
OFFS_GEN,22,1.055
OFFS_GEN,23,1.055
OFFS_GEN,0,1.04
OFFS_GEN,1,0.97
OFFS_GEN,2,1.015
OFFS_GEN,3,0.995
OFFS_GEN,4,0.94
OFFS_GEN,5,1.04
OFFS_GEN,6,1.035
OFFS_GEN,7,1.05
OFFS_GEN,8,0.98
OFFS_GEN,9,0.905
OFFS_GEN,10,0.965
OFFS_GEN,11,1.035
OFFS_GEN,12,1.08
OFFS_GEN,13,1.025
OFFS_GEN,14,1.07
OFFS_GEN,15,0.98
OFFS_GEN,16,0.91
OFFS_GEN,17,1.02
OFFS_GEN,18,0.97
OFFS_GEN,19,1.055
OFFS_GEN,20,1.015
OFFS_GEN,21,1.035
OFFS_GEN,22,1.1
OFFS_GEN,23,1.045
OFFS_GEN,0,1.06
OFFS_GEN,1,1.06
OFFS_GEN,2,1.035
OFFS_GEN,3,0.98
OFFS_GEN,4,0.975
OFFS_GEN,5,0.93
OFFS_GEN,6,1.07
OFFS_GEN,7,1.025
OFFS_GEN,8,0.97
OFFS_GEN,9,1.1
OFFS_GEN,10,1.035
OFFS_GEN,11,0.99
OFFS_GEN,12,1.1
OFFS_GEN,13,0.985
OFFS_GEN,14,0.91
OFFS_GEN,15,1.01
OFFS_GEN,16,1.09
OFFS_GEN,17,1.1
OFFS_GEN,18,0.985
OFFS_GEN,19,1.08
OFFS_GEN,20,1.06
OFFS_GEN,21,1.01
OFFS_GEN,22,0.985
OFFS_GEN,23,0.92
OFFS_GEN,0,1.025
OFFS_GEN,1,0.94
OFFS_GEN,2,1.08
OFFS_GEN,3,1
OFFS_GEN,4,0.925
OFFS_GEN,5,0.955
OFFS_GEN,6,1.04
OFFS_GEN,7,1.09
OFFS_GEN,8,1.09
OFFS_GEN,9,0.965
OFFS_GEN,10,0.985
OFFS_GEN,11,0.96
OFFS_GEN,12,1.1
OFFS_GEN,13,0.98
OFFS_GEN,14,0.955
OFFS_GEN,15,0.945
OFFS_GEN,16,0.955
OFFS_GEN,17,0.96
OFFS_GEN,18,0.91
OFFS_GEN,19,0.985
OFFS_GEN,20,1.035
OFFS_GEN,21,0.95
OFFS_GEN,22,0.9
OFFS_GEN,23,0.9
OFFS_GEN,0,1.025
OFFS_GEN,1,0.985
OFFS_GEN,2,1.085
OFFS_GEN,3,1.04
OFFS_GEN,4,0.91
OFFS_GEN,5,1.1
OFFS_GEN,6,1.095
OFFS_GEN,7,1.03
OFFS_GEN,8,0.98
OFFS_GEN,9,1.095
OFFS_GEN,10,1.04
OFFS_GEN,11,1.04
OFFS_GEN,12,1.005
OFFS_GEN,13,0.915
OFFS_GEN,14,0.99
OFFS_GEN,15,1.05
OFFS_GEN,16,1.015
OFFS_GEN,17,0.99
OFFS_GEN,18,0.935
OFFS_GEN,19,1.025
OFFS_GEN,20,0.99
OFFS_GEN,21,0.965
OFFS_GEN,22,0.915
OFFS_GEN,23,1.055
OFFS_GEN,0,0.975
OFFS_GEN,1,0.91
OFFS_GEN,2,0.98
OFFS_GEN,3,0.9
OFFS_GEN,4,1.005
OFFS_GEN,5,1.085
OFFS_GEN,6,1.05
OFFS_GEN,7,0.95
OFFS_GEN,8,0.94
OFFS_GEN,9,1.07
OFFS_GEN,10,1.065
OFFS_GEN,11,0.93
OFFS_GEN,12,0.925
OFFS_GEN,13,1.035
OFFS_GEN,14,0.92
OFFS_GEN,15,1.005
OFFS_GEN,16,1.045
OFFS_GEN,17,1.015
OFFS_GEN,18,0.975
OFFS_GEN,19,1.05
OFFS_GEN,20,1.06
OFFS_GEN,21,0.925
OFFS_GEN,22,1.08
OFFS_GEN,23,1.005
OFFS_GEN,0,1.08
OFFS_GEN,1,0.905
OFFS_GEN,2,1.085
OFFS_GEN,3,0.9
OFFS_GEN,4,1.05
OFFS_GEN,5,1.015
OFFS_GEN,6,0.98
OFFS_GEN,7,1.085
OFFS_GEN,8,0.9
OFFS_GEN,9,1.045
OFFS_GEN,10,1.055
OFFS_GEN,11,1.1
OFFS_GEN,12,1.015
OFFS_GEN,13,1.01
OFFS_GEN,14,0.905
OFFS_GEN,15,1.03
OFFS_GEN,16,0.98
OFFS_GEN,17,1.05
OFFS_GEN,18,1.01
OFFS_GEN,19,0.915
OFFS_GEN,20,0.985
OFFS_GEN,21,1.06
OFFS_GEN,22,1.075
OFFS_GEN,23,0.925
OFFS_GEN,0,1.02
OFFS_GEN,1,1.05
OFFS_GEN,2,0.905
OFFS_GEN,3,1.015
OFFS_GEN,4,0.985
OFFS_GEN,5,1.07
OFFS_GEN,6,0.93
OFFS_GEN,7,1.065
OFFS_GEN,8,1.04
OFFS_GEN,9,0.995
OFFS_GEN,10,1.01
OFFS_GEN,11,0.955
OFFS_GEN,12,1.06
OFFS_GEN,13,0.98
OFFS_GEN,14,1.02
OFFS_GEN,15,1.05
OFFS_GEN,16,1.015
OFFS_GEN,17,1
OFFS_GEN,18,0.91
OFFS_GEN,19,0.975
OFFS_GEN,20,1.01
OFFS_GEN,21,0.96
OFFS_GEN,22,0.9
OFFS_GEN,23,0.925
OFFS_GEN,0,0.96
OFFS_GEN,1,0.995
OFFS_GEN,2,1.08
OFFS_GEN,3,0.925
OFFS_GEN,4,1.04
OFFS_GEN,5,1.015
OFFS_GEN,6,0.905
OFFS_GEN,7,0.91
OFFS_GEN,8,1.095
OFFS_GEN,9,0.935
OFFS_GEN,10,0.97
OFFS_GEN,11,0.985
OFFS_GEN,12,1.005
OFFS_GEN,13,1.025
OFFS_GEN,14,0.96
OFFS_GEN,15,1.06
OFFS_GEN,16,0.99
OFFS_GEN,17,0.9
OFFS_GEN,18,1.08
OFFS_GEN,19,0.925
OFFS_GEN,20,1.055
OFFS_GEN,21,1.07
OFFS_GEN,22,1.05
OFFS_GEN,23,0.93
OFFS_GEN,0,1.07
OFFS_GEN,1,1.09
OFFS_GEN,2,0.985
OFFS_GEN,3,1.02
OFFS_GEN,4,0.96
OFFS_GEN,5,0.915
OFFS_GEN,6,0.92
OFFS_GEN,7,0.935
OFFS_GEN,8,1.095
OFFS_GEN,9,0.91
OFFS_GEN,10,0.935
OFFS_GEN,11,0.92
OFFS_GEN,12,1.075
OFFS_GEN,13,1.015
OFFS_GEN,14,0.97
OFFS_GEN,15,1.01
OFFS_GEN,16,1.015
OFFS_GEN,17,0.97
OFFS_GEN,18,1.07
OFFS_GEN,19,1
OFFS_GEN,20,1.055
OFFS_GEN,21,1.015
OFFS_GEN,22,1.07
OFFS_GEN,23,0.965
OFFS_GEN,0,1.05
OFFS_GEN,1,1.015
OFFS_GEN,2,1.095
OFFS_GEN,3,1.025
OFFS_GEN,4,1.04
OFFS_GEN,5,0.92
OFFS_GEN,6,1.02
OFFS_GEN,7,0.955
OFFS_GEN,8,0.965
OFFS_GEN,9,0.9
OFFS_GEN,10,1.03
OFFS_GEN,11,1.01
OFFS_GEN,12,1.07
OFFS_GEN,13,1.005
OFFS_GEN,14,1.025
OFFS_GEN,15,1.095
OFFS_GEN,16,0.925
OFFS_GEN,17,1.01
OFFS_GEN,18,0.915
OFFS_GEN,19,1.01
OFFS_GEN,20,1.05
OFFS_GEN,21,0.985
OFFS_GEN,22,0.945
OFFS_GEN,23,0.92
OFFS_GEN,0,1.04
OFFS_GEN,1,0.985
OFFS_GEN,2,0.945
OFFS_GEN,3,1.065
OFFS_GEN,4,0.9
OFFS_GEN,5,1.07
OFFS_GEN,6,0.905
OFFS_GEN,7,1
OFFS_GEN,8,1.06
OFFS_GEN,9,1
OFFS_GEN,10,0.975
OFFS_GEN,11,0.925
OFFS_GEN,12,1.055
OFFS_GEN,13,0.9
OFFS_GEN,14,0.995
OFFS_GEN,15,0.96
OFFS_GEN,16,0.985
OFFS_GEN,17,0.935
OFFS_GEN,18,0.935
OFFS_GEN,19,0.93
OFFS_GEN,20,1.05
OFFS_GEN,21,1.1
OFFS_GEN,22,0.925
OFFS_GEN,23,0.955
OFFS_GEN,0,1.005
OFFS_GEN,1,0.95
OFFS_GEN,2,0.94
OFFS_GEN,3,1.025
OFFS_GEN,4,0.9
OFFS_GEN,5,0.985
OFFS_GEN,6,0.92
OFFS_GEN,7,1.015
OFFS_GEN,8,0.905
OFFS_GEN,9,0.995
OFFS_GEN,10,1.005
OFFS_GEN,11,0.935
OFFS_GEN,12,0.99
OFFS_GEN,13,0.93
OFFS_GEN,14,0.915
OFFS_GEN,15,0.915
OFFS_GEN,16,1.015
OFFS_GEN,17,1.08
OFFS_GEN,18,1
OFFS_GEN,19,1
OFFS_GEN,20,1.015
OFFS_GEN,21,1.07
OFFS_GEN,22,0.95
OFFS_GEN,23,0.945
OFFS_GEN,0,0.955
OFFS_GEN,1,1.055
OFFS_GEN,2,1.1
OFFS_GEN,3,0.95
OFFS_GEN,4,1.01
OFFS_GEN,5,0.925
OFFS_GEN,6,0.955
OFFS_GEN,7,1.09
OFFS_GEN,8,0.94
OFFS_GEN,9,1.05
OFFS_GEN,10,0.905
OFFS_GEN,11,1.035
OFFS_GEN,12,0.97
OFFS_GEN,13,1.1
OFFS_GEN,14,0.945
OFFS_GEN,15,0.975
OFFS_GEN,16,0.94
OFFS_GEN,17,1.075
OFFS_GEN,18,0.95
OFFS_GEN,19,0.975
OFFS_GEN,20,1.005
OFFS_GEN,21,1.09
OFFS_GEN,22,1.005
OFFS_GEN,23,1.095
OFFS_GEN,0,0.91
OFFS_GEN,1,0.94
OFFS_GEN,2,0.935
OFFS_GEN,3,1.06
OFFS_GEN,4,1.055
OFFS_GEN,5,0.975
OFFS_GEN,6,1
OFFS_GEN,7,0.945
OFFS_GEN,8,0.93
OFFS_GEN,9,0.91
OFFS_GEN,10,1.01
OFFS_GEN,11,1.085
OFFS_GEN,12,0.99
OFFS_GEN,13,1.02
OFFS_GEN,14,0.9
OFFS_GEN,15,1.01
OFFS_GEN,16,1.05
OFFS_GEN,17,0.94
OFFS_GEN,18,1.07
OFFS_GEN,19,0.925
OFFS_GEN,20,0.94
OFFS_GEN,21,0.995
OFFS_GEN,22,0.96
OFFS_GEN,23,0.96
OFFS_GEN,0,0.93
OFFS_GEN,1,1.05
OFFS_GEN,2,1.03
OFFS_GEN,3,1.035
OFFS_GEN,4,1.06
OFFS_GEN,5,1.05
OFFS_GEN,6,1.065
OFFS_GEN,7,0.97
OFFS_GEN,8,1.025
OFFS_GEN,9,0.9
OFFS_GEN,10,0.935
OFFS_GEN,11,0.945
OFFS_GEN,12,0.905
OFFS_GEN,13,0.905
OFFS_GEN,14,0.9
OFFS_GEN,15,1.055
OFFS_GEN,16,1.02
OFFS_GEN,17,1.045
OFFS_GEN,18,1.03
OFFS_GEN,19,1.095
OFFS_GEN,20,1.1
OFFS_GEN,21,1.05
OFFS_GEN,22,1.085
OFFS_GEN,23,0.96
OFFS_GEN,0,1.09
OFFS_GEN,1,1.065
OFFS_GEN,2,1.095
OFFS_GEN,3,0.955
OFFS_GEN,4,0.94
OFFS_GEN,5,1.045
OFFS_GEN,6,1.025
OFFS_GEN,7,0.96
OFFS_GEN,8,1.035
OFFS_GEN,9,0.975
OFFS_GEN,10,1.025
OFFS_GEN,11,1.005
OFFS_GEN,12,0.965
OFFS_GEN,13,0.985
OFFS_GEN,14,1.01
OFFS_GEN,15,0.985
OFFS_GEN,16,1.06
OFFS_GEN,17,0.955
OFFS_GEN,18,0.995
OFFS_GEN,19,0.91
OFFS_GEN,20,1.085
OFFS_GEN,21,0.92
OFFS_GEN,22,1.095
OFFS_GEN,23,1.08
OFFS_GEN,0,0.99
OFFS_GEN,1,1.085
OFFS_GEN,2,0.965
OFFS_GEN,3,0.905
OFFS_GEN,4,1.085
OFFS_GEN,5,1.055
OFFS_GEN,6,1.1
OFFS_GEN,7,1.035
OFFS_GEN,8,1.095
OFFS_GEN,9,0.93
OFFS_GEN,10,0.915
OFFS_GEN,11,0.91
OFFS_GEN,12,0.9
OFFS_GEN,13,0.97
OFFS_GEN,14,0.955
OFFS_GEN,15,0.96
OFFS_GEN,16,1
OFFS_GEN,17,1.015
OFFS_GEN,18,0.965
OFFS_GEN,19,0.915
OFFS_GEN,20,1.075
OFFS_GEN,21,1.015
OFFS_GEN,22,1.1
OFFS_GEN,23,1.01
OFFS_GEN,0,0.93
OFFS_GEN,1,1.055
OFFS_GEN,2,0.945
OFFS_GEN,3,1.09
OFFS_GEN,4,1.065
OFFS_GEN,5,0.91
OFFS_GEN,6,1.08
OFFS_GEN,7,1.035
OFFS_GEN,8,1.1
OFFS_GEN,9,1.065
OFFS_GEN,10,1.05
OFFS_GEN,11,0.99
OFFS_GEN,12,0.945
OFFS_GEN,13,1.095
OFFS_GEN,14,1.055
OFFS_GEN,15,0.915
OFFS_GEN,16,0.91
OFFS_GEN,17,0.985
OFFS_GEN,18,0.915
OFFS_GEN,19,1.065
OFFS_GEN,20,0.995
OFFS_GEN,21,0.95
OFFS_GEN,22,0.96
OFFS_GEN,23,0.985
OFFS_GEN,0,0.965
OFFS_GEN,1,0.945
OFFS_GEN,2,1.025
OFFS_GEN,3,1.02
OFFS_GEN,4,0.9
OFFS_GEN,5,0.98
OFFS_GEN,6,0.99
OFFS_GEN,7,0.93
OFFS_GEN,8,1.02
OFFS_GEN,9,0.92
OFFS_GEN,10,0.905
OFFS_GEN,11,1.065
OFFS_GEN,12,0.965
OFFS_GEN,13,1.075
OFFS_GEN,14,0.975
OFFS_GEN,15,1.09
OFFS_GEN,16,1.02
OFFS_GEN,17,1.005
OFFS_GEN,18,1.1
OFFS_GEN,19,0.955
OFFS_GEN,20,1.005
